from	to	from.marker	to.marker	width	from.bp	to.bp	chromosome	logP
3461	3480	JAX00151532	UNC12892063	20	62484848	62680260	chr7	10.1853432680328
3481	3500	JAX00151547	JAX00639903	20	62698332	62941198	chr7	10.2658648418802
3501	3520	UNC12894820	JAX00151577	20	62957025	63091835	chr7	10.3409206867522
3521	3540	JAX00639958	JAX00639997	20	63094249	63210278	chr7	10.3791668464946
3541	3560	JAX00639998	JAX00640035	20	63220764	63402095	chr7	10.430426633588
3561	3580	JAX00151601	JAX00640077	20	63407387	63498471	chr7	11.1004375161373
3581	3600	JAX00640078	JAX00151630	20	63500468	63792453	chr7	11.0971613309781
3601	3620	JAX00640144	JAX00640195	20	63793542	64056686	chr7	11.2141382028175
3621	3640	JAX00151649	JAX00151669	20	64062166	64320357	chr7	12.0726444362331
3641	3660	JAX00640251	JAX00640290	20	64332461	64433723	chr7	12.9443205486085
3661	3680	JAX00640292	JAX00640335	20	64445332	64621895	chr7	12.944707328758
3681	3700	JAX00640338	JAX00640398	20	64631937	64815069	chr7	13.3056312194064
3701	3720	JAX00640403	JAX00232053	20	64836790	65034406	chr7	12.1637048668911
3721	3740	JAX00151724	JAX00151738	20	65048044	65249967	chr7	12.7352399130939
3741	3760	JAX00151739	JAX00640565	20	65252656	65450940	chr7	12.7424716605436
3761	3780	JAX00232062	JAX00232068	20	65470921	65731441	chr7	11.9334308834219
3781	3800	JAX00640618	JAX00640674	20	65741640	66001058	chr7	10.89432115511
3801	3820	JAX00640682	UNC12945264	20	66018048	66412375	chr7	10.0334662889898
3821	3840	JAX00640760	JAX00151846	20	66413259	66927567	chr7	10.1398131200133
3841	3860	JAX00640794	JAX00151881	20	67089650	67569198	chr7	10.0157043875464
3861	3880	JAX00640846	JAX00640903	20	67631686	68106746	chr7	9.82916954428084
3881	3900	JAX00640904	JAX00640944	20	68106788	68418780	chr7	9.45768281159518
3901	3920	UNC12959490	JAX00151969	20	68460000	68756263	chr7	8.14892834980082
3921	3940	UNC12962238	JAX00641045	20	68762295	69094751	chr7	7.73844446160154
3941	3960	JAX00641046	JAX00641106	20	69097802	69434163	chr7	7.72267897860228
3961	3980	UNC12974165	JAX00641143	20	69455514	69688806	chr7	7.7222435424902
3981	4000	JAX00641146	backupJAX00641188	20	69722822	70108855	chr7	7.73587570467421
4001	4020	JAX00152071	JAX00641250	20	70110805	70455202	chr7	7.7442766154612
4021	4040	JAX00641251	JAX00152114	20	70457198	70668914	chr7	8.49448027700093
4041	4060	UNC12985681	JAX00152130	20	70683779	70892764	chr7	8.62377780373216
4061	4080	JAX00152132	JAX00641380	20	70921401	71133869	chr7	8.63406074250167
4081	4100	JAX00152146	JAX00152168	20	71135550	71415906	chr7	7.78486875076463
4101	4120	JAX00152169	JAX00152188	20	71419756	71683844	chr7	7.61549965246728
4121	4140	JAX00641483	JAX00152203	20	71709838	71874538	chr7	8.89605996094756
4141	4160	JAX00641546	JAX00641599	20	71912184	72242177	chr7	9.05956528425579
4161	4180	JAX00152230	JAX00641635	20	72245588	72526678	chr7	7.85587162773701
4181	4200	JAX00641636	JAX00641679	20	72528988	72740677	chr7	7.81548967607434
4201	4220	JAX00152270	JAX00641724	20	72771709	72935044	chr7	7.82861340951578
4221	4240	JAX00641726	UNC13020010	20	72938000	73098968	chr7	9.04831620557283
4241	4260	JAX00641766	JAX00641816	20	73104150	73287618	chr7	9.37824417102583
4261	4280	JAX00152309	JAX00641865	20	73295723	73420315	chr7	10.2397926137153
4281	4300	JAX00641866	JAX00641918	20	73420329	73554402	chr7	10.7256714456829
4301	4320	UNC13028059	UNC13030754	20	73558389	73757430	chr7	10.7225428540117
4321	4340	JAX00641995	UNC13033530	20	73776500	74000771	chr7	9.6466890351702
4341	4360	JAX00642042	JAX00642090	20	74000879	74185950	chr7	7.84467513552687
4361	4380	JAX00642091	JAX00642150	20	74186451	74323405	chr7	7.98137868122525
4381	4400	JAX00152388	JAX00642173	20	74338212	74506457	chr7	8.192718576828
4401	4420	JAX00642174	JAX00642212	20	74506634	74697619	chr7	8.20200479715331
4421	4440	UNC13041931	JAX00642241	20	74700883	74842252	chr7	8.21146042056259
4441	4460	JAX00642243	JAX00152442	20	74843633	75058446	chr7	8.43235577552056
4461	4480	UNC13047377	UNC13050355	20	75079109	75313962	chr7	8.66569249477355
4481	4500	JAX00152461	UNC13052858	20	75330759	75491081	chr7	7.34564602910407
4501	4520	JAX00642348	JAX00190106	20	75495986	75700108	chr7	7.33403954470378
4521	4540	JAX00642390	JAX00642418	20	75703973	75842264	chr7	7.31884137789128
4541	4560	JAX00152500	JAX00152517	20	75852446	76052195	chr7	7.28999748178034
4561	4580	JAX00642443	JAX00152528	20	76060440	76209393	chr7	7.27223850475153
4581	4600	UNC13064168	JAX00152542	20	76226167	76394684	chr7	7.27886545389745
4601	4620	JAX00232193	UNC13069862	20	76412701	76632422	chr7	7.28747058245919
4621	4640	JAX00642534	JAX00642561	20	76641839	76766887	chr7	7.50406408808913
4641	4660	JAX00642562	JAX00642610	20	76766965	77048515	chr7	7.7008626104145
4661	4680	JAX00642612	JAX00642639	20	77051835	77191174	chr7	8.0343270175202
4681	4700	JAX00642642	JAX00642674	20	77201772	77408614	chr7	8.04767885777882
4701	4720	UNC13078311	JAX00152627	20	77413544	77532753	chr7	8.05645043184442
4721	4740	UNC13079395	UNC13081749	20	77534356	77693285	chr7	8.06594363667363
4741	4760	JAX00642733	JAX00152648	20	77698003	77803049	chr7	8.07121435367645
4761	4780	UNC13083348	JAX00152656	20	77805152	77933079	chr7	8.07235688958488
4781	4800	JAX00232232	UNC13086271	20	77937168	78029617	chr7	8.06318685860464
4801	4820	JAX00152665	JAX00642847	20	78036143	78197898	chr7	8.38762113034739
4821	4840	JAX00642849	UNC13091125	20	78206656	78377527	chr7	7.90143319425317
4841	4860	JAX00642874	UNC13092920	20	78388946	78498792	chr7	7.95992272090026
4861	4880	JAX00642901	UNC13094971	20	78499551	78655154	chr7	8.01807948161657
4881	4900	JAX00642934	JAX00642953	20	78659768	78778938	chr7	8.04021947522998
4901	4920	JAX00642954	JAX00642994	20	78779794	78921484	chr7	7.31903960041639
4921	4940	JAX00643000	JAX00643040	20	78926244	79079630	chr7	7.33528510725082
4941	4960	JAX00152743	JAX00152761	20	79083744	79332806	chr7	7.32909296787355
4961	4980	JAX00152763	UNC13110204	20	79333795	79578613	chr7	7.22687890793821
4981	5000	JAX00152781	JAX00152793	20	79582205	79730680	chr7	7.02624592225287
5001	5020	JAX00643184	JAX00152805	20	79743507	79882884	chr7	7.24947331827411
5021	5040	UNC13114633	UNC13118908	20	79900398	80165436	chr7	7.44320553089015
5041	5060	JAX00152827	JAX00152842	20	80210388	80391656	chr7	7.59535806391678
5061	5080	JAX00152843	JAX00643389	20	80410419	80568878	chr7	8.09764744442331
5081	5100	JAX00152854	JAX00643432	20	80572099	80802685	chr7	8.11381218516832
5101	5120	UNC13127905	JAX00643508	20	80844368	81087149	chr7	8.13088468766087
5121	5140	JAX00643509	JAX00643557	20	81087517	81222389	chr7	8.13717137090708
5141	5160	UNC070520944	UNC13136603	20	81232421	81443287	chr7	7.09868359956192
5161	5180	JAX00643610	JAX00152936	20	81444353	81648898	chr7	6.90579957399938
5181	5200	JAX00643659	JAX00643692	20	81656207	81753523	chr7	6.90337629753162
5201	5220	UNC13142243	JAX00232312	20	81762862	81896118	chr7	6.90160659734712
5221	5240	JAX00232313	JAX00152973	20	81896136	82130900	chr7	6.89889193714681
5241	5260	JAX00643773	UNC13149674	20	82132208	82267094	chr7	6.89659884530118
5261	5280	JAX00643811	UNC13152809	20	82292502	82455874	chr7	6.89480307958044
5281	5300	JAX00643838	JAX00643899	20	82458632	82653697	chr7	6.79672058730501
5301	5320	JAX00643900	JAX00643936	20	82653836	82790815	chr7	7.14809918654677
5321	5340	UNC13157336	JAX00232338	20	82808512	83036789	chr7	7.74702797588068
5341	5360	JAX00644004	JAX00644079	20	83046897	83286692	chr7	7.65519809902835
5361	5380	JAX00644081	JAX00153074	20	83287336	83486669	chr7	7.7099011294134
5381	5400	JAX00644128	JAX00644176	20	83486722	83588688	chr7	7.97232714527935
5401	5420	JAX00153082	JAX00153100	20	83607229	83844933	chr7	7.9505090134244
5421	5440	JAX00644231	UNC13173067	20	83846757	84052531	chr7	7.87541386104039
5441	5460	JAX00153118	JAX00153133	20	84072123	84272343	chr7	7.80782375988433
5461	5480	JAX00644293	UNC13178786	20	84272382	84542767	chr7	7.69926681704269
5481	5500	JAX00644324	JAX00644352	20	84561793	84771548	chr7	7.66057194600028
5501	5520	JAX00644356	JAX00644404	20	84808349	85156115	chr7	7.57106791726379
5521	5540	UNC13187241	JAX00153209	20	85177670	85296993	chr7	7.59933889816812
5541	5560	JAX00644463	JAX00644518	20	85306810	85524952	chr7	7.58503238826618
5561	5580	UNC13191909	JAX00644568	20	85552557	85752188	chr7	6.94924537172295
5581	5600	UNC13194852	JAX00232383	20	85771914	85969750	chr7	6.95064684304314
5601	5620	backupUNC070523867	JAX00644637	20	85991236	86108590	chr7	6.88307822591902
5621	5640	JAX00644638	JAX00644684	20	86110322	86284546	chr7	6.86869166324537
5641	5660	JAX00644685	JAX00644730	20	86285167	86471964	chr7	6.47563953865304
5661	5680	UNC071227090	JAX00153311	20	86487481	86639407	chr7	6.41741621059125
5681	5700	UNC13207133	UNC13209247	20	86645256	86856860	chr7	6.41210730770376
5701	5720	JAX00153329	UNC070599199	20	86892741	87181738	chr7	6.48980089572063
5721	5740	UNC13212631	JAX00153364	20	87190313	87373274	chr7	6.67395815488829
5741	5760	JAX00153365	JAX00153375	20	87373773	87491970	chr7	6.5643108235678
5761	5780	JAX00644935	JAX00153386	20	87522619	87649387	chr7	6.55992247194619
5781	5800	UNC070334843	JAX00232430	20	87678726	87866799	chr7	6.47417957241975
5801	5820	UNC13220576	JAX00645058	20	87869166	88091845	chr7	6.49204785056417
5821	5840	UNC13223387	JAX00645096	20	88096676	88256470	chr7	6.53908609095599
5841	5860	JAX00645097	JAX00645138	20	88257622	88622298	chr7	6.56957163511785
5861	5880	UNC13229802	JAX00645177	20	88636379	88775196	chr7	6.38217751481746
5881	5900	UNC13232295	JAX00645211	20	88788876	89024092	chr7	6.11157706140202
5901	5920	UNC13235653	JAX00645239	20	89032917	89134067	chr7	5.6028261880474
5921	5940	JAX00232461	JAX00232467	20	89142823	89448792	chr7	5.50650756214917
5941	5960	JAX00153521	JAX00645355	20	89450649	89587603	chr7	5.62308724823379
5961	5980	JAX00153531	backupJAX00153545	20	89590082	89760434	chr7	5.54267812401347
5981	6000	UNC13246440	JAX00645417	20	89777203	89954027	chr7	5.37148509428479
6001	6020	UNC13249196	JAX00153571	20	89955549	90125856	chr7	5.3713079172284
6021	6040	UNC13251578	UNC13253336	20	90177149	90344665	chr7	5.35562272584963
6041	6060	JAX00153589	JAX00645508	20	90358725	90539938	chr7	5.35241792701751
6061	6080	JAX00645511	JAX00645540	20	90545396	90718078	chr7	5.5192373272785
6081	6100	JAX00153617	JAX00153630	20	90741733	90893890	chr7	5.72543037249974
6101	6120	UNC13261408	UNC13264007	20	90918287	91098562	chr7	5.72154056922426
6121	6140	JAX00645628	JAX00153654	20	91098909	91222168	chr7	5.71839355367663
6141	6160	UNC13265826	JAX00645700	20	91248277	91431040	chr7	5.71411514867319
6161	6180	JAX00153671	JAX00645746	20	91448673	91686527	chr7	5.70847172126101
6181	6200	JAX00645750	JAX00232517	20	91710859	91840698	chr7	5.70493110067201
6201	6220	JAX00645786	JAX00645839	20	91855570	92226982	chr7	5.28944864385057
6221	6240	JAX00645840	JAX00153770	20	92227299	92819270	chr7	5.21583520055838
6241	6260	JAX00153771	UNC070350435	20	92844204	93456832	chr7	5.24412429938567
6261	6280	JAX00153819	JAX00232564	20	93482995	93889769	chr7	5.67767447695095
6281	6300	JAX00646040	JAX00153882	20	93915717	94316573	chr7	5.60912837349416
6301	6320	JAX00153884	JAX00646120	20	94328347	94503080	chr7	5.47885220681071
6321	6340	JAX00646121	UNC13314434	20	94503638	94756106	chr7	5.08741209822304
6341	6360	JAX00153917	JAX00153930	20	94758884	94967803	chr7	5.86362820853067
6361	6380	UNC13316610	JAX00646217	20	94969316	95187537	chr7	5.78018357238766
6381	6400	UNC13317911	JAX00646247	20	95193380	95439423	chr7	5.50110036602954
6401	6420	JAX00153968	JAX00646282	20	95455073	95682620	chr7	5.16159415740363
6421	6440	JAX00646285	JAX00154014	20	95697927	96079975	chr7	5.12501203386392
6441	6460	JAX00646318	UNC13327863	20	96089926	96271797	chr7	5.09355680511607
6461	6480	JAX00646350	UNC13329526	20	96294789	96462696	chr7	5.06701510774367
6481	6500	JAX00232624	UNC13333957	20	96465376	96826960	chr7	5.04762011514946
6501	6520	JAX00154070	JAX00646459	20	96827691	97065940	chr7	5.03639099100931
6521	6540	UNC13337382	JAX00646491	20	97087721	97222501	chr7	4.92807916814043
6541	6560	JAX00154099	JAX00646519	20	97223566	97351769	chr7	4.97536511260965
6561	6580	JAX00646520	JAX00646569	20	97351809	97490134	chr7	4.88820820773469
6581	6600	JAX00646571	JAX00154133	20	97491140	97654584	chr7	5.29919407389086
6601	6620	UNC13345605	JAX00646670	20	97657045	97885883	chr7	5.32731927881888
6621	6640	UNC13349189	JAX00232659	20	97921914	98100793	chr7	5.36582130708817
6641	6660	JAX00646706	UNC13354082	20	98110204	98287542	chr7	5.28818136367981
6661	6680	JAX00646750	JAX00646782	20	98287891	98405112	chr7	5.28506487233072
6681	6700	JAX00154190	JAX00646823	20	98405271	98620298	chr7	4.90508616398274
6701	6720	UNC13359440	JAX00646870	20	98635778	98813236	chr7	4.95865532864898
6721	6740	JAX00154220	JAX00646921	20	98818475	99145864	chr7	4.95820782032041
6741	6760	JAX00646923	JAX00646951	20	99159491	99311990	chr7	4.93288148643176
6761	6780	UNC_rs48455237	JAX00647017	20	99336067	99548199	chr7	5.59213578174715
6781	6800	JAX00647018	JAX00647058	20	99550571	99796515	chr7	5.5943034631981
6801	6820	JAX00154294	JAX00647104	20	99815305	99984089	chr7	5.62592433701586
6821	6840	JAX00647106	JAX00647152	20	99989442	100240120	chr7	5.63042565810519
6841	6860	UNC13381931	JAX00647214	20	100253539	100557497	chr7	5.70573553619972
6861	6880	JAX00154350	JAX00154367	20	100557529	100767861	chr7	5.71298700161955
6881	6900	JAX00647249	JAX00647281	20	100783092	100962539	chr7	5.16549664642723
6901	6920	JAX00154382	JAX00154403	20	100969088	101242534	chr7	5.24989735853628
6921	6940	JAX00232725	JAX00647371	20	101242624	101455000	chr7	5.3739693313408
6941	6960	JAX00154418	JAX00647429	20	101461729	101690314	chr7	5.48295378702844
6961	6980	JAX00647430	JAX00647455	20	101691013	101830038	chr7	5.53417924816612
6981	7000	JAX00647456	JAX00647525	20	101830371	102041036	chr7	5.60735453785077
7001	7020	JAX00154461	JAX00647557	20	102044112	102243383	chr7	5.46256265134019
7021	7040	JAX00647559	UNC13412467	20	102243642	102498438	chr7	5.37046028398035
7041	7060	JAX00647600	JAX00154512	20	102507491	102718526	chr7	5.38723029040303
7061	7080	JAX00647657	JAX00647694	20	102741398	102875011	chr7	5.38712719577873
7081	7100	JAX00647697	UNC13420537	20	102882446	103006886	chr7	5.38646457340479
7101	7120	JAX00647740	JAX00154543	20	103007388	103143857	chr7	5.38571661644412
7121	7140	UNC13422951	JAX00647831	20	103156960	103331941	chr7	5.38489195769439
7141	7160	UNC13425737	JAX00647890	20	103349183	103540795	chr7	5.39207787076698
7161	7180	JAX00647891	UNC13431277	20	103541056	103739778	chr7	5.44325043465299
7181	7200	JAX00647954	JAX00648009	20	103756021	103890892	chr7	5.42593117342621
7201	7220	JAX00648014	JAX00648049	20	103901970	104037670	chr7	5.41621916042209
7221	7240	UNC13435555	JAX00154623	20	104043000	104204509	chr7	5.38463393502799
7241	7260	JAX00648082	JAX00648108	20	104232703	104454116	chr7	5.10419517898594
7261	7280	JAX00154642	UNC13441726	20	104458420	104605791	chr7	5.10312786105015
7281	7300	JAX00232787	JAX00648180	20	104613846	104827350	chr7	5.1023971200423
7301	7320	JAX00648181	JAX00648209	20	104829232	105024562	chr7	5.10909440980848
7321	7340	JAX00648210	JAX00648239	20	105024937	105168198	chr7	5.29021241943732
7341	7360	JAX00648246	JAX00648301	20	105200376	105374743	chr7	5.1939290227841
7361	7380	JAX00154713	JAX00648368	20	105394114	105611904	chr7	5.1718184579057
7381	7400	JAX00648376	UNC13456953	20	105632582	105839084	chr7	5.20085211364916
7401	7420	JAX00648421	JAX00648482	20	105844918	106027522	chr7	5.22990522139135
7421	7440	JAX00648484	UNC13460295	20	106029876	106117217	chr7	5.22980017091738
7441	7460	JAX00648509	JAX00154779	20	106150196	106280666	chr7	5.22005280133679
7461	7480	JAX00648537	JAX00154794	20	106281162	106476886	chr7	5.20336266996766
7481	7500	JAX00648571	JAX00190177	20	106483990	106760828	chr7	5.20296541294554
7501	7520	UNC13469350	JAX00648697	20	106772062	106994405	chr7	5.18544871087139
7521	7540	JAX00648699	JAX00648740	20	106997679	107161191	chr7	5.18591519507602
7541	7560	JAX00154845	JAX00648815	20	107168187	107333064	chr7	5.18665788701738
7561	7580	JAX00648820	JAX00648853	20	107338240	107448117	chr7	5.18709614224028
7581	7600	JAX00648854	JAX00154884	20	107452471	107683538	chr7	5.18773265056875
7601	7620	JAX00648915	JAX00648956	20	107684870	107886639	chr7	5.19432510262783
7621	7640	JAX00648957	JAX00649004	20	107886740	108104535	chr7	5.21852966425315
7641	7660	JAX00649005	JAX00649049	20	108105821	108368155	chr7	5.22799389315917
7661	7680	JAX00649050	JAX00649104	20	108377189	108651245	chr7	5.23678811042742
7681	7700	JAX00154957	JAX00649160	20	108654113	108867914	chr7	5.28145317605472
7701	7720	JAX00154974	JAX00649204	20	108881845	109067207	chr7	5.59861896307777
7721	7740	JAX00649205	JAX00649253	20	109067311	109245079	chr7	5.63670288537714
7741	7760	JAX00649258	JAX00649302	20	109248761	109474375	chr7	5.69484441257198
7761	7780	JAX00649303	JAX00649349	20	109493641	109680839	chr7	5.74662788725387
7781	7800	UNC070383500	JAX00649395	20	109682181	109861290	chr7	5.73274456726469
7801	7820	JAX00155049	JAX00649452	20	109886204	110096332	chr7	5.67453434028339
7821	7840	JAX00649453	UNC13516637	20	110097641	110304445	chr7	5.6137416773547
7841	7860	JAX00649495	JAX00649532	20	110334771	110715719	chr7	5.59205732783735
7861	7880	JAX00649534	JAX00649570	20	110715882	110937653	chr7	5.58201909265647
7881	7900	JAX00155129	JAX00649606	20	110937748	111120399	chr7	5.6594041175456
7901	7920	JAX00649612	JAX00155159	20	111199376	111336373	chr7	5.71715614976436
7921	7940	JAX00649668	JAX00649738	20	111343332	111768654	chr7	5.68509898853686
7941	7960	JAX00155192	JAX00155218	20	111768965	112147496	chr7	5.69501245180817
7961	7980	JAX00649791	JAX00649841	20	112149431	112474703	chr7	5.75308056297493
7981	8000	JAX00649842	JAX00649885	20	112482769	112770937	chr7	5.78016640034752
8001	8020	JAX00155267	JAX00649917	20	112779528	112954919	chr7	5.71254330804695
8021	8040	JAX00649921	JAX00649977	20	112958220	113740477	chr7	5.70454683552873
8041	8060	JAX00649981	JAX00155340	20	113747573	114016970	chr7	5.69750322892293
8061	8080	JAX00190185	JAX00650081	20	114019515	114243322	chr7	5.69623947424897
8081	8100	backupJAX00155356	JAX00155370	20	114243647	114416535	chr7	5.46548802788679
8101	8120	JAX00650106	JAX00650162	20	114416784	114554571	chr7	5.42248262399688
8121	8140	JAX00650163	JAX00650212	20	114558817	114726180	chr7	5.42167373982264
8141	8160	JAX00650215	JAX00650255	20	114742040	114861859	chr7	5.4457115825774
8161	8180	JAX00650256	JAX00155421	20	114864334	115092192	chr7	5.49703095800206
8181	8200	JAX00650299	JAX00650377	20	115108051	115556998	chr7	5.47655522885267
8201	8220	JAX00650385	UNC13585564	20	115590827	116016179	chr7	5.45339743514053
8221	8240	JAX00650450	JAX00232992	20	116023038	116196304	chr7	5.50817232319108
8241	8260	JAX00650506	JAX00650562	20	116202272	116417675	chr7	5.4898328414263
8261	8280	JAX00650563	JAX00650639	20	116417922	116652835	chr7	5.46114953482953
8281	8300	JAX00650641	JAX00650680	20	116653112	116856697	chr7	5.46100575387818
8301	8320	JAX00650682	JAX00650715	20	116858505	117021306	chr7	5.57988846748996
8321	8340	JAX00650719	JAX00650756	20	117033612	117237894	chr7	5.63654860686274
8341	8360	UNC13601219	UNC070683191	20	117250017	117423867	chr7	5.60923400611909
8361	8380	JAX00650802	JAX00155608	20	117425493	117612896	chr7	5.49385430799804
8381	8400	JAX00650847	JAX00155625	20	117618946	117829753	chr7	5.49276368115285
8401	8420	JAX00650883	JAX00155634	20	117834733	117932020	chr7	5.4804603694711
8421	8440	JAX00650927	JAX00650972	20	117943119	118115969	chr7	5.4665465285344
8441	8460	JAX00650973	JAX00155664	20	118117547	118333496	chr7	5.46046522299419
8461	8480	JAX00651006	JAX00651046	20	118336690	118459583	chr7	5.45582005264448
8481	8500	UNC13615296	backupUNC071416883	20	118469191	118637807	chr7	5.43377457651382
8501	8520	JAX00651090	JAX00155704	20	118638762	118877702	chr7	5.143071348372
8521	8540	JAX00651168	JAX00651226	20	118877909	119065007	chr7	5.13878724740343
8541	8560	JAX00651229	JAX00651276	20	119074140	119310064	chr7	5.13513168996126
8561	8580	JAX00651277	JAX00651332	20	119317773	119484035	chr7	5.12949438421742
8581	8600	JAX00155751	JAX00651376	20	119490415	119613001	chr7	5.1259628242933
8601	8620	JAX00651378	JAX00651420	20	119617709	119801544	chr7	5.1229874333172
8621	8640	JAX00155775	JAX00651474	20	119813419	120058593	chr7	5.11803753530618
8641	8660	JAX00651475	UNC13641841	20	120062293	120233814	chr7	5.11392216091916
8661	8680	JAX00155808	UNC13644322	20	120247731	120404758	chr7	5.11010155213004
8681	8700	JAX00651554	JAX00651593	20	120427680	120615378	chr7	5.10583700223215
8701	8720	UNC13646627	JAX00155848	20	120616303	120795664	chr7	5.1019204855837
8721	8740	UNC13648988	JAX00651667	20	120814990	120938724	chr7	5.22268401750442
8741	8760	UNC13651249	JAX00155870	20	120951359	121094659	chr7	5.27273698209258
8761	8780	JAX00155871	UNC13654648	20	121095046	121219242	chr7	5.26378841761675
8781	8800	JAX00651741	JAX00155891	20	121224068	121378326	chr7	5.26307044781224
8801	8820	JAX00651768	JAX00155919	20	121385321	121748699	chr7	5.27893548536546
8821	8840	UNC13659934	JAX00651849	20	121751780	122001218	chr7	5.3293933004217
8841	8860	JAX00155939	JAX00651883	20	122023955	122149975	chr7	5.29873393463677
8861	8880	JAX00651885	JAX00651923	20	122167120	122275993	chr7	5.24029026667438
8881	8900	UNC13666952	JAX00651958	20	122279141	122429329	chr7	5.2357442694879
8901	8920	JAX00651961	UNC13671048	20	122435763	122544486	chr7	5.1983623332533
8921	8940	JAX00652016	UNC13673192	20	122574445	122761823	chr7	5.0410858579054
8941	8960	JAX00155996	JAX00652110	20	122767610	122968880	chr7	5.11395029562217
8961	8980	JAX00652111	UNC13676505	20	122969873	123184444	chr7	5.11731496353146
8981	9000	JAX00652153	JAX00156038	20	123191787	123330908	chr7	5.12857784524855
9001	9020	JAX00652214	UNC13680461	20	123335158	123510871	chr7	4.96041416497596
9021	9040	JAX00156052	JAX00156062	20	123517847	123652150	chr7	5.00544416668077
9041	9060	JAX00652298	JAX00652326	20	123654173	123821960	chr7	5.11305124430446
9061	9080	UNC13684707	UNC13687534	20	123824530	124006918	chr7	5.1175081271961
9081	9100	JAX00156089	JAX00156100	20	124020882	124171969	chr7	5.1152144311615
9101	9120	JAX00156101	JAX00652438	20	124173490	124288803	chr7	5.11333313155879
9121	9140	JAX00652439	JAX00156120	20	124289776	124416222	chr7	5.3254166102226
9141	9160	JAX00652485	UNC13696656	20	124424542	124600424	chr7	5.55268291454325
9161	9180	JAX00652552	JAX00156142	20	124605714	124726047	chr7	5.56073027226251
9181	9200	JAX00156144	JAX00652632	20	124735067	124843483	chr7	5.67769412648665
9201	9220	UNC13700297	JAX00652669	20	124844050	124939656	chr7	5.69698646154798
9221	9240	JAX00652670	JAX00652716	20	124939743	125046539	chr7	5.67321381502129
9241	9260	JAX00652718	JAX00652747	20	125048951	125121939	chr7	5.65281374068428
9261	9280	JAX00652748	JAX00652784	20	125122529	125254492	chr7	5.67424783462592
9281	9300	UNC13707460	JAX00156199	20	125288251	125474974	chr7	5.8193944411021
9301	9320	UNC13709368	JAX00652870	20	125478141	125553701	chr7	5.85655252589093
9321	9340	UNC13710796	JAX00652921	20	125557482	125655649	chr7	5.89468662828236
9341	9360	JAX00652922	JAX00652972	20	125655815	125797946	chr7	5.89531474109277
9361	9380	JAX00190200	JAX00653020	20	125798358	125920534	chr7	5.89602754395741
9381	9400	JAX00653021	JAX00653057	20	125920574	126016506	chr7	5.86092322773583
9401	9420	JAX00156239	JAX00653095	20	126017133	126112571	chr7	5.45125254336515
9421	9440	JAX00653096	JAX00653150	20	126112878	126281087	chr7	5.44940800322572
9441	9460	JAX00653152	UNC13724350	20	126281744	126427739	chr7	5.44776867669118
9461	9480	JAX00156273	JAX00653235	20	126449775	126645738	chr7	5.44519068370855
9481	9500	JAX00653236	JAX00156305	20	126645839	126899360	chr7	5.44192437561118
9501	9520	JAX00653289	JAX00653326	20	126899957	127208495	chr7	5.4386847069412
9521	9540	JAX00653328	JAX00653366	20	127208736	127385005	chr7	5.41759737442005
9541	9560	JAX00156343	JAX00156360	20	127394190	127630714	chr7	5.40131094492348
9561	9580	JAX00156362	JAX00156381	20	127660970	127908105	chr7	5.40364558294174
9581	9600	UNC13739850	UNC13741992	20	127928183	128141435	chr7	5.51956892752805
9601	9620	JAX00653512	JAX00653550	20	128156922	128352436	chr7	5.53362215227088
9621	9640	JAX00653551	JAX00653590	20	128355672	128449427	chr7	5.53550480889497
9641	9660	JAX00653602	JAX00653665	20	128503358	128704826	chr7	5.58494172834831
9661	9680	JAX00653668	JAX00653717	20	128722014	128931222	chr7	5.58553992786091
9681	9700	JAX00156459	JAX00653776	20	128931428	129123111	chr7	5.58604636063419
9701	9720	JAX00653778	JAX00156485	20	129125972	129296865	chr7	5.24341689880395
9721	9740	JAX00653830	JAX00156498	20	129302240	129459790	chr7	5.21716898707485
9741	9760	JAX00653873	JAX00653921	20	129465158	129636682	chr7	5.22532808955664
9761	9780	JAX00653927	JAX00653981	20	129644964	129787016	chr7	5.25709751412085
9781	9800	JAX00156523	JAX00654026	20	129818934	129964596	chr7	5.29953047064556
9801	9820	JAX00654045	JAX00654092	20	129977817	130155617	chr7	5.3169915762654
9821	9840	JAX00654093	JAX00654156	20	130161148	130310199	chr7	5.3343101936294
9841	9860	JAX00156562	JAX00654228	20	130321312	130484200	chr7	5.34998817620108
9861	9880	JAX00654230	JAX00156588	20	130484417	130670527	chr7	5.36352308389861
9881	9900	JAX00156589	JAX00654332	20	130683633	130881888	chr7	5.41087772076671
9901	9920	UNC13771278	JAX00654378	20	130891711	131059816	chr7	5.73870348116465
9921	9940	JAX00654381	JAX00654419	20	131080488	131277398	chr7	5.8091136558401
9941	9960	JAX00156634	JAX00654464	20	131296863	131484688	chr7	5.85327837373919
9961	9980	JAX00654467	JAX00156665	20	131502905	131690560	chr7	6.03581772939872
9981	10000	UNC13781117	UNC13783199	20	131716438	131852658	chr7	6.19963552803559
10001	10020	JAX00654557	JAX00654595	20	131882134	131982502	chr7	6.20148952171304
10021	10040	JAX00654596	JAX00156697	20	131985085	132115428	chr7	6.09555613917594
10041	10060	UNC13787260	JAX00233278	20	132115631	132245307	chr7	6.16991922038614
10061	10080	JAX00654702	JAX00654744	20	132249771	132323997	chr7	6.1854579325304
10081	10100	JAX00654748	UNC13792351	20	132348434	132453220	chr7	6.18798248032506
