from	to	from.marker	to.marker	width	from.bp	to.bp	chromosome	logP	pointwise.permute.pval	genomewide.permute.pval
6461	6480	JAX00028861	JAX00315057	20	71353223	71595398	chr11	0.710868166854739	0.2	1.005
6481	6500	JAX00315058	JAX00315097	20	71595600	71743836	chr11	0.927223321680834	0.095	1.005
6501	6520	JAX00315100	JAX00315138	20	71760535	71904550	chr11	1.00780654206611	0.095	1.005
6521	6540	JAX00315139	UNC19900593	20	71912962	72183082	chr11	0.956271147186732	0.1	1.005
6541	6560	JAX00028924	JAX00028940	20	72188490	72408673	chr11	1.04418091675774	0.085	1.005
6561	6580	JAX00028941	JAX00315222	20	72411837	72644445	chr11	1.03389360898826	0.08	1.005
6581	6600	JAX00028959	JAX00028976	20	72654798	72895862	chr11	1.03424232741573	0.085	1.005
6601	6620	JAX00028977	UNC111029535	20	72897897	73466469	chr11	0.978736450106373	0.095	1.005
6621	6640	backupUNC111029848	JAX00029050	20	73520858	74239650	chr11	0.93757481305707	0.11	1.005
6641	6660	JAX00315328	JAX00315377	20	74293123	74519694	chr11	0.973230269986976	0.105	1.005
6661	6680	JAX00315378	JAX00029087	20	74522512	74733380	chr11	0.856966107984058	0.14	1.005
6681	6700	JAX00029088	UNC19924383	20	74746552	74947549	chr11	0.776985086109871	0.175	1.005
6701	6720	JAX00315442	JAX00315483	20	74951060	75124691	chr11	0.817108436415191	0.155	1.005
6721	6740	JAX00029117	UNC19929899	20	75125157	75509374	chr11	0.882601966289294	0.13	1.005
6741	6760	JAX00029145	JAX00029161	20	75513627	75737021	chr11	0.848272546333574	0.145	1.005
6761	6780	UNC19932686	JAX00315643	20	75740474	75977597	chr11	0.845063726273664	0.145	1.005
6781	6800	JAX00029179	JAX00315683	20	75983349	76154750	chr11	0.796663233339004	0.16	1.005
6801	6820	JAX00029194	JAX00315724	20	76169059	76401872	chr11	0.826551177315217	0.145	1.005
6821	6840	JAX00315727	JAX00315772	20	76411895	76785687	chr11	0.838500749512988	0.145	1.005
6841	6860	JAX00029242	JAX00198695	20	76814858	77207853	chr11	0.897521469080517	0.11	1.005
6861	6880	JAX00029274	JAX00315838	20	77217909	77600100	chr11	0.970737792749058	0.1	1.005
6881	6900	JAX00315840	JAX00315871	20	77633838	77925806	chr11	0.905641259613663	0.105	1.005
6901	6920	JAX00315872	JAX00315907	20	77925972	78202282	chr11	0.919397712697225	0.1	1.005
6921	6940	JAX00315908	JAX00315928	20	78203848	78396597	chr11	0.928281695858333	0.1	1.005
6941	6960	JAX00315930	JAX00029374	20	78397748	78569942	chr11	0.901388800077956	0.11	1.005
6961	6980	UNC19962164	JAX00315981	20	78572822	78771994	chr11	0.859410911775684	0.115	1.005
6981	7000	JAX00029389	JAX00316008	20	78776322	79001491	chr11	0.850706909634184	0.115	1.005
7001	7020	UNC19968075	JAX00029420	20	79012705	79168219	chr11	0.913331111936692	0.105	1.005
7021	7040	JAX00316036	JAX00316072	20	79171616	79360616	chr11	0.899412262971265	0.105	1.005
7041	7060	JAX00316073	JAX00029451	20	79360679	79587291	chr11	0.910979981199391	0.105	1.005
7061	7080	UNC19974582	JAX00316139	20	79607298	79824474	chr11	0.85508281075727	0.12	1.005
7081	7100	UNC19977411	JAX00029490	20	79826563	80108111	chr11	0.840757949441302	0.125	1.005
7101	7120	UNC19980626	UNC19982271	20	80115115	80323147	chr11	0.955711369604198	0.085	1.005
7121	7140	JAX00029506	JAX00316234	20	80335321	80519819	chr11	0.901525239388435	0.1	1.005
7141	7160	JAX00029521	JAX00316273	20	80528254	80802032	chr11	0.88037248726203	0.105	1.005
7161	7180	JAX00316274	JAX00316316	20	80802482	81040690	chr11	0.872744616729517	0.11	1.005
7181	7200	UNC19992265	JAX00316356	20	81064410	81254899	chr11	0.925593821801376	0.1	1.005
7201	7220	JAX00029577	JAX00029592	20	81258040	81469760	chr11	0.634413394058124	0.25	1.005
7221	7240	UNC19998301	JAX00316433	20	81477878	81613106	chr11	0.674575460953124	0.235	1.005
7241	7260	JAX00316434	UNC20002172	20	81613442	81716427	chr11	0.693624123811696	0.225	1.005
7261	7280	UNC20002408	JAX00029622	20	81734515	81875672	chr11	0.730044514385436	0.215	1.005
7281	7300	JAX00316498	JAX00029630	20	81875824	81992101	chr11	0.758804489093536	0.21	1.005
7301	7320	JAX00316515	JAX00316556	20	82000138	82259007	chr11	0.946975229020631	0.155	1.005
7321	7340	JAX00316559	UNC20012954	20	82260576	82450024	chr11	0.952132797290955	0.145	1.005
7341	7360	UNC20013406	JAX00029690	20	82475374	82765715	chr11	0.933022062759675	0.15	1.005
7361	7380	UNC110117187	JAX00029717	20	82795024	83137966	chr11	1.3828398504369	0.045	1.005
7381	7400	UNC20021530	UNC20024454	20	83140939	83391219	chr11	1.1855873840249	0.07	1.005
7401	7420	JAX00316803	JAX00316838	20	83408201	83559247	chr11	1.08371433000025	0.085	1.005
7421	7440	UNC20027375	JAX00316882	20	83562680	83769384	chr11	1.18945123124504	0.075	1.005
7441	7460	UNC20030204	backupUNC110120584	20	83774263	83963694	chr11	1.16606576165453	0.075	1.005
7461	7480	JAX00316918	JAX00316959	20	83969733	84196151	chr11	1.06989010133436	0.085	1.005
7481	7500	JAX00029797	JAX00316990	20	84203731	84379799	chr11	1.09871002451726	0.085	1.005
7501	7520	JAX00029812	JAX00317028	20	84416044	84673922	chr11	1.08770552047647	0.085	1.005
7521	7540	UNC20040107	JAX00029852	20	84709018	84942409	chr11	1.03270458065651	0.1	1.005
7541	7560	JAX00029853	JAX00317083	20	84942713	85197391	chr11	1.2438143843805	0.07	1.005
7561	7580	JAX00029872	JAX00317115	20	85198429	85468949	chr11	1.1731073900552	0.065	1.005
7581	7600	JAX00029894	JAX00029912	20	85494663	85744245	chr11	1.22746111808065	0.06	1.005
7601	7620	JAX00198872	JAX00317169	20	85749535	85984761	chr11	1.15500219012374	0.07	1.005
7621	7640	JAX00317170	JAX00029942	20	85984870	86146899	chr11	1.10506897042797	0.08	1.005
7641	7660	UNC20052642	JAX00317240	20	86149876	86390522	chr11	0.969565137293158	0.12	1.005
7661	7680	JAX00029962	JAX00317270	20	86413254	86569914	chr11	0.946341107267096	0.125	1.005
7681	7700	JAX00029975	JAX00317318	20	86579197	86904600	chr11	0.918552463626437	0.125	1.005
7701	7720	JAX00029998	JAX00030027	20	86905919	87268655	chr11	0.872301542786893	0.14	1.005
7721	7740	UNC20063988	JAX00198920	20	87312250	87498733	chr11	0.876885531278886	0.14	1.005
7741	7760	JAX00317386	JAX00317423	20	87518415	87781121	chr11	0.636908268282804	0.25	1.005
7761	7780	JAX00030066	UNC20072715	20	87788311	88033062	chr11	0.460123037862277	0.365	1.005
7781	7800	UNC110360237	JAX00030096	20	88034940	88191669	chr11	0.256405610169232	0.585	1.005
7801	7820	UNC20075505	JAX00030111	20	88215960	88382380	chr11	0.286146660350056	0.545	1.005
7821	7840	JAX00317552	JAX00317578	20	88403236	88613721	chr11	0.379307657523322	0.415	1.005
7841	7860	JAX00317580	UNC20083354	20	88623401	88823541	chr11	0.382644357285243	0.415	1.005
7861	7880	UNC20083499	JAX00317642	20	88835646	88973920	chr11	0.378115352338909	0.41	1.005
7881	7900	JAX00030151	UNC20087869	20	88981327	89134508	chr11	0.391276889448806	0.405	1.005
7901	7920	JAX00317666	UNC110138977	20	89136088	89279691	chr11	0.388289424234658	0.41	1.005
7921	7940	UNC20089967	UNC20091186	20	89287699	89383692	chr11	0.339001111457345	0.45	1.005
7941	7960	JAX00030183	UNC20093772	20	89393003	89543752	chr11	0.37114235934341	0.415	1.005
7961	7980	UNC20093954	UNC20096190	20	89555986	89702915	chr11	0.355500115645131	0.445	1.005
7981	8000	JAX00317786	UNC20099016	20	89710846	89894848	chr11	0.336212877606236	0.475	1.005
8001	8020	JAX00317811	JAX00317859	20	89897152	90014434	chr11	0.298805108402468	0.53	1.005
8021	8040	UNC20101264	JAX00317894	20	90024621	90188435	chr11	0.257534216147173	0.57	1.005
8041	8060	JAX00198942	UNC20107061	20	90195274	90362249	chr11	0.346624649304742	0.5	1.005
8061	8080	JAX00317944	UNC20109563	20	90377638	90514489	chr11	0.274208122341816	0.585	1.005
8081	8100	JAX00317981	UNC20113122	20	90514806	90724561	chr11	0.297639459271617	0.54	1.005
8101	8120	JAX00318026	JAX00318062	20	90732078	90976844	chr11	0.345571360094647	0.515	1.005
8121	8140	JAX00318064	JAX00318104	20	90982643	91224435	chr11	0.319237403423228	0.54	1.005
8141	8160	UNC20122123	JAX00318172	20	91239910	91530896	chr11	0.333281870009108	0.525	1.005
8161	8180	JAX00030343	JAX00318234	20	91533679	91805652	chr11	0.312553048502209	0.525	1.005
8181	8200	JAX00318237	JAX00198992	20	91805974	92074200	chr11	0.218816206946016	0.635	1.005
8201	8220	UNC20136539	JAX00318308	20	92078343	92442575	chr11	0.224387139312813	0.625	1.005
8221	8240	JAX00030411	JAX00318359	20	92442626	92604784	chr11	0.225713639186619	0.62	1.005
8241	8260	JAX00318360	UNC20147497	20	92604913	92839695	chr11	0.277923835300548	0.57	1.005
8261	8280	JAX00318409	JAX00318460	20	92840589	93036659	chr11	0.287970358918964	0.565	1.005
8281	8300	JAX00318461	JAX00318515	20	93038415	93176023	chr11	0.294701365489003	0.56	1.005
8301	8320	JAX00318516	JAX00318562	20	93176325	93314348	chr11	0.35162909611248	0.51	1.005
8321	8340	JAX00030477	JAX00030487	20	93318368	93465089	chr11	0.302114875472844	0.555	1.005
8341	8360	JAX00030488	JAX00030504	20	93465310	93675192	chr11	0.331622500554287	0.52	1.005
8361	8380	UNC20160973	JAX00030513	20	93689758	93803250	chr11	0.335354946067197	0.52	1.005
8381	8400	JAX00030514	UNC20164313	20	93817824	93979896	chr11	0.361302819858394	0.505	1.005
8401	8420	JAX00030528	UNC20166445	20	93989916	94135654	chr11	0.405988551236357	0.455	1.005
8421	8440	JAX00318718	UNC20168317	20	94148935	94311368	chr11	0.466162421072742	0.4	1.005
8441	8460	JAX00318756	JAX00030570	20	94340332	94543091	chr11	0.521289114752208	0.36	1.005
8461	8480	UNC20171216	JAX00318845	20	94562484	94808233	chr11	0.592582133529872	0.305	1.005
8481	8500	JAX00318851	backupUNC110372717	20	94824835	95012460	chr11	0.606808029489059	0.3	1.005
8501	8520	JAX00318879	JAX00318919	20	95014404	95189866	chr11	0.646350458250651	0.285	1.005
8521	8540	JAX00030617	JAX00318968	20	95193565	95484176	chr11	0.589196893034877	0.31	1.005
8541	8560	JAX00030640	JAX00030658	20	95488872	95734283	chr11	0.475357757214883	0.41	1.005
8561	8580	JAX00319037	JAX00319088	20	95742667	95908058	chr11	0.465821112656445	0.41	1.005
8581	8600	UNC20188945	UNC20191482	20	95925139	96187054	chr11	0.406920863751623	0.47	1.005
8601	8620	JAX00030695	JAX00319190	20	96223139	96411102	chr11	0.470007986763035	0.42	1.005
8621	8640	JAX00030709	JAX00319234	20	96414488	96607192	chr11	0.484452545325386	0.415	1.005
8641	8660	JAX00319238	JAX00030735	20	96611822	96753102	chr11	0.497521740561088	0.405	1.005
8661	8680	JAX00030736	JAX00030754	20	96767902	97019369	chr11	0.509823139950563	0.39	1.005
8681	8700	UNC20202374	JAX00319350	20	97026708	97267884	chr11	0.579908008731631	0.33	1.005
8701	8720	JAX00319353	JAX00319398	20	97269435	97492695	chr11	0.684322713025213	0.25	1.005
8721	8740	UNC20207771	UNC20211007	20	97496834	97778546	chr11	0.669756983402841	0.255	1.005
8741	8760	JAX00319453	UNC20214495	20	97782032	98051372	chr11	0.556721287547801	0.34	1.005
8761	8780	JAX00030832	JAX00319546	20	98053875	98330829	chr11	0.551602275653123	0.345	1.005
8781	8800	JAX00319548	UNC20220582	20	98350194	98596694	chr11	0.58229795430208	0.345	1.005
8801	8820	JAX00319593	backupUNC110160569	20	98600412	98862493	chr11	0.593481708161973	0.33	1.005
8821	8840	JAX00319629	JAX00319685	20	98866465	99103779	chr11	0.609008375939844	0.32	1.005
8841	8860	UNC20226012	JAX00319717	20	99105289	99275502	chr11	0.60970350292544	0.32	1.005
8861	8880	JAX00319719	JAX00319753	20	99276130	99385854	chr11	0.583419157290918	0.34	1.005
8881	8900	JAX00319757	JAX00319806	20	99398779	99528452	chr11	0.5517513069773	0.355	1.005
8901	8920	JAX00319809	JAX00319855	20	99532117	99734097	chr11	0.55295472684152	0.355	1.005
8921	8940	JAX00030955	JAX00319896	20	99736630	99913183	chr11	0.601156573703308	0.33	1.005
8941	8960	JAX00319897	JAX00319943	20	99913260	100144994	chr11	0.708391407324322	0.24	1.005
8961	8980	UNC20241747	UNC20244811	20	100146708	100382851	chr11	0.736185900888501	0.235	1.005
8981	9000	JAX00319980	JAX00031018	20	100400320	100578245	chr11	0.628810905780867	0.29	1.005
9001	9020	UNC20246964	JAX00031033	20	100583707	100772310	chr11	0.165813575676605	0.81	1.005
9021	9040	JAX00320056	UNC20250877	20	100778662	100928846	chr11	0.132533863514559	0.835	1.005
9041	9060	JAX00031045	JAX00320114	20	100939547	101144636	chr11	0.1426747242891	0.805	1.005
9061	9080	JAX00320116	UNC20255689	20	101145550	101361330	chr11	0.124604926022199	0.82	1.005
9081	9100	JAX00031078	JAX00320189	20	101371071	101637030	chr11	0.106482514284913	0.84	1.005
9101	9120	UNC20259742	JAX00320217	20	101654952	101770821	chr11	0.119285496427915	0.835	1.005
9121	9140	UNC20261784	JAX00320249	20	101773184	101957722	chr11	0.126038312602608	0.82	1.005
9141	9160	JAX00320250	JAX00031136	20	101959445	102149135	chr11	0.119832086596572	0.83	1.005
9161	9180	UNC20266946	JAX00031154	20	102164552	102375984	chr11	0.125572891686535	0.83	1.005
9181	9200	JAX00320338	backupJAX00031170	20	102388956	102572120	chr11	0.132636276725218	0.795	1.005
9201	9220	UNC20270826	JAX00320419	20	102583026	102776560	chr11	0.141830858810295	0.77	1.005
9221	9240	JAX00031184	JAX00031206	20	102777092	103072554	chr11	0.149447989632543	0.75	1.005
9241	9260	JAX00320495	UNC20279048	20	103073011	103206146	chr11	0.156614879859574	0.74	1.005
9261	9280	JAX00320553	JAX00320594	20	103209120	103397279	chr11	0.228818099497765	0.645	1.005
9281	9300	JAX00320595	JAX00320634	20	103397295	103558698	chr11	0.321230206678268	0.52	1.005
9301	9320	JAX00320636	JAX00320669	20	103568903	103701972	chr11	0.306051093005766	0.525	1.005
9321	9340	UNC20285866	JAX00320710	20	103740328	103905996	chr11	0.219663952250348	0.635	1.005
9341	9360	JAX00320713	JAX00031282	20	103916742	104090553	chr11	0.155134397007784	0.74	1.005
9361	9380	JAX00320771	JAX00320813	20	104099296	104369039	chr11	0.173565746660777	0.705	1.005
9381	9400	JAX00320818	UNC20298538	20	104395812	104604654	chr11	0.188994459314765	0.695	1.005
9401	9420	UNC20298636	UNC20300480	20	104613986	104736121	chr11	0.193967688161696	0.685	1.005
9421	9440	UNC20300592	UNC20301543	20	104742811	104829478	chr11	0.156243304258745	0.73	1.005
9441	9460	UNC20301662	JAX00320911	20	104839658	104962415	chr11	0.150878028602245	0.73	1.005
9461	9480	JAX00031349	JAX00320929	20	104980209	105181605	chr11	0.156778602441962	0.725	1.005
9481	9500	JAX00031365	JAX00031381	20	105210131	105411522	chr11	0.166856047974572	0.71	1.005
9501	9520	JAX00320957	JAX00031399	20	105416534	105665017	chr11	0.225816745003354	0.63	1.005
9521	9540	UNC20310115	UNC20312625	20	105667899	105945537	chr11	0.244176643136638	0.605	1.005
9541	9560	JAX00321008	UNC20314357	20	105948715	106160487	chr11	0.271242083534168	0.565	1.005
9561	9580	JAX00031438	UNC20317563	20	106182004	106403494	chr11	0.221470942715168	0.64	1.005
9581	9600	JAX00321064	JAX00031477	20	106405942	106706910	chr11	0.194161174713901	0.67	1.005
9601	9620	JAX00321099	UNC20323761	20	106748053	106964336	chr11	0.16543967604759	0.715	1.005
9621	9640	JAX00321122	JAX00321151	20	106971124	107258304	chr11	0.194947723743757	0.675	1.005
9641	9660	JAX00321152	JAX00031539	20	107263492	107534838	chr11	0.223159060793943	0.625	1.005
9661	9680	JAX00031540	JAX00321214	20	107562598	107736578	chr11	0.205413787818801	0.655	1.005
9681	9700	UNC20335313	UNC20336327	20	107736787	107795367	chr11	0.209954875255214	0.645	1.005
9701	9720	UNC20336334	JAX00321255	20	107795992	107894476	chr11	0.208117198452015	0.65	1.005
9721	9740	JAX00321258	JAX00321304	20	107905694	108088945	chr11	0.205601411091015	0.66	1.005
9741	9760	JAX00031580	JAX00031598	20	108093004	108327088	chr11	0.198190743404202	0.655	1.005
9761	9780	JAX00321346	UNC20347589	20	108327165	108594393	chr11	0.180672424533948	0.715	1.005
9781	9800	JAX00031618	JAX00031646	20	108595906	108977353	chr11	0.169199343347304	0.72	1.005
9801	9820	UNC20353062	JAX00031661	20	109001718	109181955	chr11	0.171199284094984	0.71	1.005
9821	9840	JAX00031662	JAX00321493	20	109192128	109342100	chr11	0.159623598453678	0.74	1.005
9841	9860	UNC20358949	UNC20361626	20	109345101	109510409	chr11	0.145274486083005	0.755	1.005
9861	9880	UNC20361782	JAX00031695	20	109522405	109626633	chr11	0.150247360318703	0.75	1.005
9881	9900	UNC20363591	UNC20367320	20	109632635	109843109	chr11	0.150776852284572	0.755	1.005
9901	9920	JAX00031714	UNC110175963	20	109872770	110083281	chr11	0.150934073716884	0.755	1.005
9921	9940	UNC20371991	JAX00031746	20	110099466	110303904	chr11	0.0482710785845471	0.92	1.005
9941	9960	UNC20375478	JAX00321641	20	110306643	110511748	chr11	0.0364060655296111	0.94	1.005
9961	9980	UNC20379386	JAX00321662	20	110523229	110714906	chr11	0.0247943662507767	0.96	1.005
9981	10000	JAX00321666	UNC20385630	20	110734587	110953358	chr11	0.00589803937774143	0.985	1.005
10001	10020	JAX00321703	JAX00321723	20	110956108	111140793	chr11	0.00539120057061606	0.99	1.005
10021	10040	UNC20388850	JAX00321769	20	111158220	111430595	chr11	0.00769324795443428	0.99	1.005
10041	10060	JAX00321770	JAX00031840	20	111430652	111544633	chr11	0.013713469719433	0.98	1.005
10061	10080	JAX00321796	JAX00321837	20	111555303	111708577	chr11	0.0110688833431911	0.99	1.005
10081	10100	JAX00321838	JAX00321870	20	111709516	111886935	chr11	0.0126974326752244	0.99	1.005
10101	10120	UNC20402167	UNC20403545	20	111899707	111961650	chr11	0.0119526340797	0.99	1.005
10121	10140	UNC20403677	UNC20405755	20	111972222	112097625	chr11	0.0132694730588326	0.99	1.005
10141	10160	JAX00031881	UNC20408916	20	112108880	112269036	chr11	0.0111921016073416	0.99	1.005
10161	10180	JAX00321951	JAX00321980	20	112281115	112386678	chr11	0.00997188096722766	0.99	1.005
10181	10200	UNC20411291	UNC20413422	20	112387951	112488280	chr11	0.0115424603172915	0.99	1.005
10201	10220	UNC20413637	JAX00031920	20	112496427	112635706	chr11	0.00997920502194661	0.99	1.005
10221	10240	JAX00031921	JAX00322075	20	112636072	112761238	chr11	0.00862610067636316	0.995	1.005
10241	10260	JAX00322076	JAX00322110	20	112761438	112852659	chr11	0.0119898171462947	0.99	1.005
10261	10280	UNC20419999	JAX00322150	20	112860350	113030300	chr11	0.00865195447148065	0.99	1.005
10281	10300	JAX00031949	UNC20424857	20	113030314	113138907	chr11	0.0184069128277279	0.97	1.005
10301	10320	UNC20425300	JAX00031971	20	113154564	113312700	chr11	0.040828422706761	0.93	1.005
10321	10340	JAX00031972	JAX00322258	20	113315214	113444231	chr11	0.0444801369961854	0.915	1.005
10341	10360	JAX00322264	JAX00322296	20	113453110	113597279	chr11	0.0529977893420335	0.895	1.005
10361	10380	JAX00322300	UNC20437268	20	113601295	113769993	chr11	0.0475840963339101	0.92	1.005
10381	10400	UNC20437342	JAX00322383	20	113783140	113967616	chr11	0.0535725918659508	0.895	1.005
10401	10420	JAX00322391	JAX00322429	20	113986712	114119441	chr11	0.0563080272535037	0.895	1.005
10421	10440	JAX00199464	JAX00322473	20	114122524	114311846	chr11	0.0689649761901722	0.875	1.005
10441	10460	JAX00322477	JAX00199475	20	114314657	114445377	chr11	0.0745172480748803	0.875	1.005
10461	10480	JAX00322509	JAX00032067	20	114445454	114584985	chr11	0.0868631715844839	0.855	1.005
10481	10500	UNC20451160	JAX00322564	20	114599151	114731612	chr11	0.0876547480452503	0.85	1.005
10501	10520	UNC20452814	JAX00187587	20	114735684	114854466	chr11	0.139828315613855	0.76	1.005
10521	10540	JAX00187589	UNC20457954	20	114857510	115043196	chr11	0.312303268351511	0.545	1.005
10541	10560	JAX00032102	JAX00322677	20	115050278	115288809	chr11	0.490042341166983	0.365	1.005
10561	10580	UNC20461260	UNC20463274	20	115294106	115509237	chr11	0.553523480704493	0.31	1.005
10581	10600	JAX00322701	JAX00322766	20	115509997	115763227	chr11	0.512160735644138	0.365	1.005
10601	10620	JAX00187591	JAX00322817	20	115774650	116044948	chr11	0.47556074995764	0.385	1.005
10621	10640	JAX00032177	JAX00322870	20	116066744	116216515	chr11	0.308778827827128	0.55	1.005
10641	10660	UNC20472941	JAX00032198	20	116219343	116342577	chr11	0.210475133083337	0.695	1.005
10661	10680	UNC20474720	UNC20476679	20	116358236	116518243	chr11	0.22642271175396	0.66	1.005
10681	10700	UNC20476851	JAX00032223	20	116530699	116664701	chr11	0.258315854845399	0.6	1.005
10701	10720	JAX00322945	UNC20480001	20	116667268	116790118	chr11	0.748766220789947	0.215	1.005
10721	10740	JAX00322967	UNC20482098	20	116814109	116908389	chr11	0.574957786745582	0.305	1.005
10741	10760	UNC20482473	UNC20484755	20	116926718	117081716	chr11	0.697050895425125	0.22	1.005
10761	10780	UNC20484861	UNC20487057	20	117087667	117220761	chr11	1.17577485827739	0.07	1.005
10781	10800	JAX00323054	JAX00323067	20	117227087	117360871	chr11	1.15860716742523	0.07	1.005
10801	10820	UNC20489372	JAX00323122	20	117367169	117583001	chr11	1.06164193796802	0.09	1.005
10821	10840	UNC20492499	UNC20494912	20	117593602	117778726	chr11	1.06007088563453	0.09	1.005
10841	10860	UNC20495548	UNC20498604	20	117833374	118112564	chr11	1.05800811774429	0.09	1.005
10861	10880	UNC20498883	JAX00323244	20	118131003	118265353	chr11	1.16367906769492	0.06	1.005
10881	10900	JAX00032343	UNC20502282	20	118266660	118383496	chr11	1.12564336937158	0.06	1.005
10901	10920	JAX00323267	JAX00323320	20	118385117	118624696	chr11	0.944593570386832	0.12	1.005
10921	10940	JAX00323322	JAX00323380	20	118628838	118959716	chr11	0.498306338164732	0.345	1.005
10941	10960	JAX00323381	UNC20513912	20	118959764	119221499	chr11	0.503081555708368	0.33	1.005
10961	10980	JAX00323440	JAX00323500	20	119238570	119439194	chr11	0.503032730513654	0.325	1.005
10981	11000	JAX00032431	JAX00323542	20	119457103	119779997	chr11	0.486158517753956	0.33	1.005
11001	11020	JAX00032455	UNC110561799	20	119784207	120164737	chr11	0.409638202286168	0.4	1.005
11021	11040	JAX00323595	JAX00199614	20	120170161	120449963	chr11	0.393922583791034	0.46	1.005
11041	11060	JAX00323645	JAX00323667	20	120467153	120734498	chr11	0.513373883800903	0.37	1.005
11061	11080	JAX00323669	JAX00323713	20	120735669	120917986	chr11	0.541291301268686	0.345	1.005
11081	11100	JAX00323714	UNC20534356	20	120918944	121184612	chr11	0.539755041420819	0.345	1.005
11101	11120	JAX00032565	JAX00032579	20	121237317	121429991	chr11	0.538243654288574	0.345	1.005
11121	11140	JAX00323825	UNC20540204	20	121449227	121657893	chr11	0.536846606308555	0.345	1.005
1	20	JAX00323920	JAX00199656	20	3109153	3601982	chr12	0.0447586714398163	0.97	1.005
21	40	JAX00199657	JAX00324033	20	3602029	3957608	chr12	0.0017653026114045	1.005	1.005
41	60	JAX00324034	JAX00324088	20	3968422	4273101	chr12	0.00273399035683279	1.005	1.005
61	80	JAX00324089	JAX00324124	20	4297253	4542213	chr12	0.0146461853454292	1	1.005
81	100	JAX00032730	JAX00324158	20	4588204	4783466	chr12	0.0567943860675865	0.925	1.005
101	120	JAX00324162	JAX00324189	20	4790558	4970715	chr12	0.127700399519836	0.815	1.005
121	140	JAX00324191	JAX00324259	20	4992416	5237076	chr12	0.133109626917401	0.8	1.005
141	160	JAX00324266	CEAJAX00324318	20	5248622	5373123	chr12	0.134796286956147	0.79	1.005
161	180	JAX00324320	JAX00324390	20	5374572	5703291	chr12	0.0943864221477051	0.865	1.005
181	200	JAX00324391	JAX00324421	20	5716695	5869944	chr12	0.0473794754090872	0.925	1.005
201	220	JAX00324423	JAX00324472	20	5882963	6168226	chr12	0.0472790017334512	0.925	1.005
221	240	UNC20570152	JAX00324514	20	6171301	6371603	chr12	0.0483305651943599	0.93	1.005
241	260	JAX00324520	UNC20573688	20	6392013	6598819	chr12	0.0484037063938212	0.93	1.005
261	280	UNC20573991	UNC20575242	20	6632314	6770967	chr12	0.0536466926193464	0.925	1.005
281	300	JAX00324625	JAX00324656	20	6775110	6904094	chr12	0.0622892281454888	0.915	1.005
301	320	JAX00199719	JAX00324704	20	6909897	7041362	chr12	0.0626754043734957	0.91	1.005
321	340	JAX00032914	JAX00199728	20	7041551	7229495	chr12	0.0630154753031495	0.91	1.005
341	360	JAX00324763	JAX00324825	20	7244446	7520129	chr12	0.201974629041266	0.68	1.005
361	380	JAX00324826	JAX00032962	20	7522244	7684317	chr12	0.255848011874407	0.63	1.005
381	400	JAX00032964	JAX00324923	20	7689210	7878506	chr12	0.0286172644387999	0.945	1.005
401	420	UNC20587427	JAX00324969	20	7886810	7982164	chr12	0.0239932101226236	0.955	1.005
421	440	JAX00324975	JAX00325005	20	7985281	8099283	chr12	0.0240894286964856	0.96	1.005
441	460	JAX00325008	JAX00199752	20	8107679	8363698	chr12	0.0239612694832488	0.975	1.005
461	480	JAX00033015	JAX00325087	20	8363770	8494907	chr12	0.0255948391744836	0.965	1.005
481	500	JAX00325088	JAX00325127	20	8499469	8937237	chr12	0.0288989617444221	0.96	1.005
501	520	JAX00325130	JAX00325162	20	8977257	9183680	chr12	0.0318048178538345	0.955	1.005
521	540	UNC20601450	JAX00325200	20	9186223	9358159	chr12	0.033386098371711	0.96	1.005
541	560	JAX00325201	UNC20604636	20	9358468	9477964	chr12	0.0335410568077735	0.96	1.005
561	580	JAX00325230	JAX00325252	20	9489450	9594577	chr12	0.0336783943222906	0.96	1.005
581	600	JAX00325255	JAX00033123	20	9597630	9847217	chr12	0.0353918603516511	0.955	1.005
601	620	backupUNC120348716	JAX00325324	20	9855317	10009784	chr12	0.0335716361046662	0.96	1.005
621	640	UNC20610547	JAX00325352	20	10017070	10137595	chr12	0.0342758098356546	0.94	1.005
641	660	JAX00325354	JAX00325367	20	10137954	10276820	chr12	0.0340652874316579	0.94	1.005
661	680	JAX00033155	UNC20615053	20	10277869	10407870	chr12	0.0338927485824047	0.94	1.005
681	700	JAX00033165	JAX00325413	20	10408659	10555671	chr12	0.0337345229440209	0.94	1.005
701	720	JAX00033175	JAX00325425	20	10561008	10663695	chr12	0.0302724128223052	0.96	1.005
721	740	UNC20618458	JAX00325472	20	10671090	10943473	chr12	0.0302060815235981	0.95	1.005
741	760	UNC20622163	JAX00325518	20	10955207	11139335	chr12	0.0303864357232468	0.95	1.005
761	780	JAX00325519	JAX00325558	20	11141233	11351895	chr12	0.0305245204351191	0.945	1.005
781	800	JAX00325559	JAX00033259	20	11357941	11680062	chr12	0.0309381587152018	0.955	1.005
801	820	JAX00033261	JAX00199817	20	11686379	11858608	chr12	0.0321912869081176	0.95	1.005
821	840	UNC20633466	JAX00325698	20	11865913	12017054	chr12	0.0389563730665518	0.935	1.005
841	860	JAX00325699	JAX00325746	20	12017084	12175461	chr12	0.0476501638110701	0.935	1.005
861	880	JAX00325754	JAX00325830	20	12208937	12340609	chr12	0.0690956910453319	0.915	1.005
881	900	JAX00325835	JAX00325892	20	12346637	12446307	chr12	0.0690244561708528	0.9	1.005
